ID,SRR10033141,SRR10033144,SRR10159290,SRR10159293,SRR10159299,SRR10159308,SRR10604353,SRR10604354,SRR10604355,SRR10604356,SRR10604357,SRR10604358,SRR10604359,SRR10604360,SRR10604361,SRR10604362,SRR10604363,SRR10604364,SRR10604365,SRR10604366,SRR10604367,SRR10604368,SRR10604369,SRR10604370,SRR10604371,SRR10604372,SRR10604373,SRR10604374,SRR10604375,SRR10604376,SRR10604377,SRR10604378,SRR10604379,SRR10604380,SRR10604381,SRR10604382,SRR10604383,SRR10604384,SRR12001324,SRR12001325,SRR12001326,SRR12001327,SRR12001328,SRR12001329,SRR12001330,SRR12001331,SRR12001332,SRR12470634,SRR12470635,SRR12470659,SRR12572697,SRR12572699,SRR12572700,SRR12572707,SRR13011266,SRR13011276,SRR13011282,SRR13011285,SRR13011286,SRR13011289,SRR13011293,SRR13011298,SRR13011299,SRR13023223,SRR13023224,SRR13023225,SRR13023226,SRR13023227,SRR13023228,SRR13023229,SRR13023230,SRR13023232,SRR13023233,SRR13023234,SRR13023235,SRR13023237,SRR13240050,SRR13240051,SRR13240052,SRR13240053,SRR13240054,SRR13612594,SRR13612595,SRR13612596,SRR13612597,SRR13619036,SRR13619037,SRR13619038,SRR14088427,SRR14088428,SRR14088429,SRR14088440,SRR14479200,SRR14479205,SRR14479206,SRR14479207,SRR14479208,SRR14479209,SRR14479210,SRR14479211,SRR14479225,SRR14479226,SRR14479227,SRR14479228,SRR14479229,SRR14479230,SRR14479245,SRR14479246,SRR14479247,SRR14479248,SRR14479249,SRR14479250,SRR14479264,SRR14479265,SRR14479268,SRR14479269,SRR14907352,SRR14907353,SRR14907354,SRR14907355,SRR14907356,SRR17224856,SRR17224857,SRR17224858,SRR17224859,SRR17224860,SRR17224861,SRR17224862,SRR17224863,SRR17224864,SRR17224865,SRR17711211,SRR17711215,SRR17711237,SRR17711241,SRR19328989,SRR19328990,SRR19328991,SRR19328996,SRR19329007,SRR19329018,SRR19329029,SRR19329040,SRR19329041,SRR20110003,SRR20110004,SRR20110005,SRR20290374,SRR20290375,SRR20290376,SRR20290377,SRR20290388,SRR20290399,SRR20290410,SRR20290411,SRR21615878,SRR21615879,SRR21615882,SRR21615883,SRR22059209,SRR22059220,SRR22059231,SRR22059267,SRR22059276,SRR22059277,SRR22073311,SRR22073312,SRR22073313,SRR22106546,SRR22106553,SRR22106560,SRR22106561,SRR22106562,SRR22106563,SRR22463539,SRR22463540,SRR22463541,SRR22463542,SRR22463543,SRR22463544,SRR22463545,SRR22463546,SRR22463548,SRR22463549,SRR22463550,SRR22463551,SRR24090957,SRR24090958,SRR24090959,SRR24090966,SRR24090967,SRR24090968,SRR24112416,SRR24112417,SRR24112418,SRR24112419,SRR24112420,SRR24112421,SRR24112422,SRR24112423,SRR24112424,SRR24112425,SRR24112426,SRR24112427,SRR24112428,SRR24112429,SRR24112430,SRR24112431,SRR24112432,SRR24283330,SRR24283331,SRR24283334,SRR24283345,SRR24283356,SRR24283367,SRR24283378,SRR24283389,SRR24283398,SRR24283399,SRR24283400,SRR24283401,SRR25992317,SRR25992318,SRR25992319,SRR25992320,SRR25992321,SRR25992328,SRR25992329,SRR25992330,SRR25992331,SRR25992339,SRR25992350,SRR25992351,SRR25998238,SRR25998259,SRR25998270,SRR25998282,SRR25998315,SRR25998316,SRR26322612,SRR26322620,SRR26322621,SRR26322622,SRR26322623,SRR26322624,SRR26322625,SRR26322626,SRR26322627,SRR29038938,SRR29038939,SRR29038946,SRR29038947,SRR3337803,SRR3337804,SRR3337805,SRR3337806,SRR3337807,SRR3337808,SRR3337847,SRR5083096,SRR5083097,SRR5083102,SRR5801184,SRR5801185,SRR5801186,SRR6376636,SRR6376637,SRR6376639,SRR6376660,SRR6376661,SRR6510572,SRR6510574,SRR6510575,SRR8949212,SRR8949214,SRR8949215,SRR8949216,SRR8949217
ASV_3315,6,7,13,26,14,26,18,23,26,33,8,8,1,0,19,0,0,13,5,3,0,2,10,21,15,24,7,7,18,8,13,6,8,8,10,11,25,18,5,17,12,14,8,14,19,14,11,2,3,4,17,11,37,4,5,8,5,10,2,1,4,5,7,32,9,16,18,23,23,18,19,32,7,20,25,60,0,11,3,2,4,0,0,0,0,2,1,1,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,88,0,5,0,1,0,0,3,0,0,0,0,0,10,5,4,27,6,1,8,10,5,36,8,3,6,10,11,8,9,4,16,13,21,30,18,22,24,12,17,19,31,54,20,25,14,9,18,10,21,6,4,41,87,78,40,3,12,16,8,24,25,1,0,0,12,18,1,1,9,5,19,11,23,15,5,5,6,11,6,9,10,20,37,25,44,15,23,17,5,12,11,5,28,15,18,3,11,5,9,11,15,13,6,7,17,9,17,11,17,17,20,10,8,9,19,30,15,11,33,26,15,11,16,20,10,11,9,13,13,8,14,4,8,0,17,26,31,36,26,13,21,27,23,18,11,7,8,12,8,8,4,20,6,4,3,8,5,12,6,13,9,2,2,15,8,2,19,25,18,23,25,25,24,19
ASV_3410,16,9,2,2,9,5,9,14,6,10,14,13,0,0,8,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,22,13,7,12,10,10,10,3,2,6,1,0,0,0,88,35,134,2,0,3,48,39,2,39,16,19,7,6,7,16,17,11,9,7,0,3,10,23,10,11,3,0,10,8,0,0,349,163,502,314,131,0,0,0,1,7,13,12,0,0,0,0,65,48,10,7,37,25,21,4,96,117,86,11,92,64,57,13,24,10,9,0,44,4,39,0,2,6,0,6,0,0,2,3,0,2,1,2,1,3,1,2,5,2,5,1,2,5,1,3,3,3,5,8,0,0,0,4,0,9,6,8,4,15,7,0,0,0,0,11,1,0,4,0,0,19,3,2,218,50,153,141,76,161,18,14,8,0,11,17,9,9,5,9,5,13,2,4,4,0,0,0,97,171,100,133,68,90,105,78,110,52,93,115,44,63,80,113,89,37,133,137,103,20,11,21,11,26,34,5,10,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,6,16,33,18,21,0,0,0,0,0,0,0,8,4,3,0,0,0,6,6,1,2,2,0,0,0,10,17,6,35,28
ASV_3611,2,7,13,15,10,10,24,31,27,35,12,57,0,0,18,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,14,15,17,9,10,23,13,22,1,1,6,1,0,0,70,47,68,0,0,0,0,0,1,0,7,24,1,5,3,2,2,4,1,7,0,42,12,12,12,9,0,3,24,5,31,1,86,103,207,84,171,0,0,0,0,6,3,13,0,0,0,0,1,7,4,0,10,0,4,1,12,4,3,1,10,4,0,0,9,1,0,4,16,0,2,24,22,12,7,3,1,0,0,2,0,1,1,0,0,0,0,5,3,3,5,7,4,3,4,3,6,1,0,7,0,4,0,1,0,4,3,6,3,3,2,1,1,0,0,3,5,5,1,14,8,0,0,0,74,78,59,90,67,113,7,2,9,6,2,7,2,11,3,1,6,3,3,1,0,1,0,2,90,66,99,35,105,88,89,116,143,118,120,101,168,87,86,55,68,96,78,62,79,34,38,48,36,62,22,10,39,3,1,1,1,2,5,8,12,4,4,2,2,1,3,0,5,9,4,4,2,1,2,2,6,0,2,1,15,16,52,15,0,0,0,0,0,0,0,1,1,3,1,0,0,1,2,0,1,9,0,0,0,91,72,104,72,83
ASV_37,0,1,25,16,11,9,67,53,40,49,39,38,0,0,49,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,50,77,56,146,68,58,51,43,5,7,4,0,0,0,48,9,19,7,5,19,5,4,2,4,1,1,1,0,0,0,0,0,0,0,0,1,44,36,21,58,0,4,14,14,66,0,6,0,2,2,8,52,36,49,46,0,0,0,22,29,27,16,4,4,0,18,0,12,0,0,0,0,1,1,2,0,12,2,25,1,8,0,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,5,1,0,5,0,5,1,2,2,9,7,8,3,0,0,2,2,10,0,0,3,0,1,0,0,0,0,4,2,0,2,8,0,0,0,0,18,12,13,42,2,34,218,153,160,19,170,60,86,163,31,159,26,75,1,2,8,0,1,1,12,3,15,24,14,30,32,35,20,12,32,20,18,10,7,13,24,7,9,6,3,28,15,46,12,7,1,6,7,7,9,9,9,9,21,23,13,13,4,10,8,1,2,0,2,0,1,0,0,2,0,1,0,0,0,10,11,1,4,6,0,0,1,0,0,0,0,1,0,0,1,1,3,1,1,0,1,0,3,1,7,22,26,23,31,37
ASV_3862,33,16,15,21,29,19,10,19,12,13,8,16,0,0,10,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,18,18,14,17,27,16,6,0,18,16,25,0,0,0,2,5,1,1,1,4,0,0,0,0,2,3,5,1,5,2,2,1,0,27,0,9,34,47,14,34,0,5,10,0,18,3,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,41,1,56,15,26,13,76,32,24,10,28,32,69,22,9,13,8,12,22,12,14,8,7,6,18,15,19,0,0,0,15,5,5,7,8,16,19,19,2,0,4,4,40,31,29,31,58,50,0,0,0,11,12,16,23,1,12,12,23,16,12,20,9,29,19,25,36,18,22,0,1,0,2,2,4,9,3,9,18,4,3,2,1,0,0,1,3,1,3,3,4,3,1,1,0,0,22,15,29,35,3,1,16,14,0,0,0,0,0,0,2,0,1,0,0,0,8,16,0,1,4,0,96,79,132,95,27,92,93,74,81,7,4,8,6,0,0,0,0,0,0,0,10,11,6,2,1,5,40,40,50,36,19,5,3,2,12,5,3,5,2
ASV_3866,35,13,2,4,10,10,19,19,34,35,31,33,59,16,12,20,4,157,12,97,22,302,160,194,168,34,467,327,213,322,11,11,14,9,15,21,40,72,35,17,28,23,41,48,0,6,0,16,11,14,1,0,1,0,24,18,38,39,49,10,55,17,48,47,66,8,26,29,20,5,46,55,14,13,42,71,0,0,0,0,0,0,0,3,0,18,40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,28,41,37,28,115,134,36,104,66,186,103,135,83,94,73,101,107,63,42,45,81,127,108,52,85,73,59,43,38,21,30,16,39,27,17,15,11,15,42,53,28,47,22,60,82,80,149,104,2,0,0,0,2,0,0,0,0,11,8,3,9,7,2,8,6,9,7,9,10,45,30,43,48,103,112,2,3,4,3,7,3,1,6,4,4,1,20,5,2,11,9,9,13,12,5,11,19,20,8,44,15,21,62,55,0,3,0,0,0,0,0,0,0,0,0,0,22,81,24,26,17,16,23,15,15,14,15,12,12,3,8,14,61,3,3,12,29,24,54,4,20,10,10,5,17,81,78,59,3,3,2,2,0,70,52,61,12,2,6,3,2
ASV_389,1,4,5,4,4,4,8,14,13,11,6,22,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18,18,11,18,20,17,13,8,0,0,0,0,0,0,41,44,54,2,2,8,32,11,0,11,7,2,2,2,2,1,0,1,0,6,0,7,3,1,12,53,0,0,22,0,1,0,151,27,63,53,27,1,0,0,1,3,1,1,0,0,0,0,15,5,1,4,3,7,6,3,38,20,29,2,35,11,4,0,0,3,1,0,9,9,3,0,4,9,1,9,4,6,1,20,7,2,0,6,1,10,3,1,0,1,1,2,3,2,6,2,0,4,1,1,3,1,1,2,0,2,2,6,0,7,5,0,0,0,0,9,1,2,3,0,0,0,0,0,104,58,137,82,65,69,27,26,28,19,23,26,45,34,16,23,11,30,5,9,5,0,0,0,54,75,68,68,54,62,67,59,52,29,57,56,32,33,46,51,83,21,86,86,74,38,21,41,35,20,34,12,30,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,3,2,0,1,1,0,1,3,16,6,10,0,0,0,0,0,0,0,2,4,5,1,0,1,12,4,1,3,7,0,0,0,17,21,18,21,21
ASV_4,2,21,36,23,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,319,334,298,0,1,0,2,5,1,1,25,0,1,4,4,10,9,12,7,0,0,0,0,0,1,0,0,0,0,0,0,0,515,11,92,308,455,145,192,149,180,5,3,4,61,45,50,338,230,179,88,132,56,95,123,29,692,310,250,612,1105,925,137,232,222,147,216,50,110,389,46,5,0,0,0,0,0,0,0,0,2,3,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,259,232,633,393,411,386,341,420,0,0,0,0,4,0,0,2,0,0,0,0,0,245,95,189,129,99,224,3,6,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,212,168,79,54,51,96,94,157,86,73,53,154,77,64,197,263,59,70,187,125,116,33,34,75,1,153,37,0,0,3,0,1,3,3,6,11,0,19,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,352,346,338,134,0,0,0,0,0,0,1,16,1,6,18,2,0,80,89,33,39,28,2,1,0,19,21,27,19,18
ASV_4262,15,17,53,51,55,41,3,13,17,17,5,6,1,0,12,0,0,0,0,0,0,0,3,6,4,4,3,4,13,0,1,1,0,4,11,6,14,6,2,9,3,4,0,0,18,32,50,3,1,1,4,2,6,0,0,1,3,10,4,0,0,2,0,8,0,17,9,3,8,6,6,4,1,2,2,0,1,3,2,0,0,2,2,4,4,0,2,4,3,0,0,1,1,1,0,1,1,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,41,71,65,88,61,8,6,9,11,13,14,5,1,7,19,8,8,6,15,23,31,45,41,29,27,40,56,43,14,14,14,6,17,6,5,68,10,7,12,6,7,8,13,9,30,27,35,48,71,0,0,0,16,4,0,0,3,0,7,7,13,10,5,6,2,17,1,3,3,19,14,11,20,2,4,8,1,2,4,2,12,2,3,4,0,2,3,3,1,2,3,2,11,5,18,22,13,9,15,3,17,4,16,49,25,6,5,2,6,2,3,1,2,1,3,3,2,2,12,203,7,0,7,47,59,76,69,25,62,78,46,36,32,34,23,36,12,6,2,3,6,6,2,16,9,28,5,5,10,23,11,68,43,11,3,3,8,20,14,33,10,13
ASV_430,6,7,0,5,2,5,87,38,32,22,26,28,0,0,19,0,0,1,0,10,0,6,0,6,1,24,5,4,5,0,162,135,146,99,57,59,10,6,5,10,8,5,5,0,36,23,34,1,0,6,0,1,1,0,18,16,17,11,18,28,18,23,26,29,6,30,62,71,37,32,14,36,139,87,60,6,10,1,5,0,2,0,0,0,0,40,20,26,0,0,0,0,0,1,0,1,0,2,0,0,8,7,8,0,9,2,4,0,0,0,0,0,1,0,2,0,4,5,0,3,4,12,3,2,22,0,25,6,2,8,18,6,3,10,8,3,3,6,1,5,1,5,7,8,0,0,0,3,0,0,0,4,7,10,4,0,0,0,0,27,0,1,6,0,0,4,0,0,89,35,80,117,45,90,21,20,21,10,14,24,27,24,37,32,16,23,0,0,0,0,1,1,25,39,41,41,22,19,31,20,21,15,15,20,18,12,45,35,13,7,12,7,16,32,28,41,20,5,9,8,11,4,7,4,8,4,2,2,6,3,2,6,6,0,6,0,2,3,6,4,9,1,6,8,3,3,2,6,12,6,13,22,0,0,0,0,0,0,0,3,2,1,0,0,0,21,20,4,4,10,1,0,1,15,12,5,17,13
ASV_4300,16,48,64,31,26,26,1,0,2,3,1,2,61,5,12,6,0,37,1,11,8,99,73,8,11,16,70,13,10,31,1,0,0,0,1,1,19,60,64,85,28,104,79,95,0,0,0,0,0,0,0,0,0,0,44,48,90,60,73,35,106,77,106,3,36,32,8,4,5,1,28,206,0,0,1,1,0,0,0,0,0,1,1,0,0,67,102,87,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,13,9,64,50,13,12,22,17,46,44,33,7,43,80,29,17,21,22,13,8,19,31,12,10,6,0,0,0,9,30,10,13,7,11,2,2,0,0,0,0,0,12,30,13,8,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,46,31,14,20,30,22,21,22,24,43,17,30,65,17,3,26,6,32,21,24,17,15,18,18,11,12,4,12,7,19,10,0,0,0,0,0,0,0,11,8,13,0,0,0,30,45,39,141,124,0,0,0,1,0,2,0,0
ASV_4336,7,7,16,21,18,28,3,15,6,34,17,10,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2,8,3,13,5,11,8,3,3,3,1,0,0,0,40,46,50,0,0,0,0,2,0,0,11,17,15,7,17,24,22,14,12,1,0,0,1,5,6,50,0,0,1,0,1,0,189,282,145,207,624,0,1,0,0,21,11,27,0,0,0,0,5,14,14,17,16,14,15,0,36,16,24,6,34,18,28,8,11,0,1,0,3,0,8,0,1,3,0,0,0,9,3,4,9,5,9,5,1,8,3,4,1,2,2,0,4,0,1,0,0,0,3,2,0,1,0,99,19,23,27,39,39,33,30,0,0,0,0,7,0,0,2,0,0,0,0,0,57,36,41,70,122,82,17,8,0,0,23,14,0,1,1,2,2,4,4,0,0,1,0,0,91,90,46,52,45,51,75,83,108,99,66,59,35,73,41,92,20,63,70,130,79,15,12,15,6,62,27,17,2,1,1,0,2,0,0,5,6,6,5,0,1,1,0,0,0,0,0,2,0,1,1,0,3,1,2,5,31,19,22,47,0,0,0,0,0,0,0,20,4,3,3,1,2,74,81,17,23,32,0,0,1,21,52,11,51,53
ASV_4350,3,2,0,1,2,1,4,4,0,8,3,5,39,51,4,75,10,46,51,96,25,55,51,76,58,1,29,32,69,49,13,8,7,6,4,8,4,1,46,37,19,35,40,38,1,2,0,18,18,19,0,0,2,0,12,35,8,22,22,21,11,52,48,16,23,16,30,17,8,5,2,29,2,17,20,27,0,0,0,0,0,0,0,0,0,61,60,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,17,8,62,29,5,14,10,11,13,3,7,22,8,4,4,1,0,3,2,5,2,2,2,3,1,4,2,6,6,3,7,13,5,5,7,9,11,6,9,17,10,16,4,0,3,4,13,4,0,0,0,0,0,0,0,0,0,4,2,9,2,3,1,0,5,8,3,1,8,1,0,0,0,12,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,1,0,6,5,1,3,2,2,2,5,4,3,3,3,1,0,3,1,2,45,32,20,31,21,36,27,30,36,1,1,1,3,18,9,16,14,15,29,6,6,2,4,13,6,2,3,1,0,0,5,12,9,14,1,1,1,1,0
ASV_4389,15,22,17,22,12,27,1,4,10,9,5,5,5,0,11,0,0,9,0,0,0,9,1,1,18,5,6,2,2,0,0,5,1,0,2,5,8,4,22,34,15,8,28,16,11,7,0,9,9,9,6,9,11,6,21,14,27,43,36,19,25,21,13,9,6,32,12,1,4,2,29,26,3,0,16,13,31,5,9,16,4,7,5,8,6,17,30,20,2,13,7,1,3,4,1,13,6,3,2,2,9,3,6,45,0,1,9,5,14,10,9,2,5,1,14,0,30,30,17,96,94,12,12,17,4,4,1,7,12,3,5,25,25,42,21,21,15,23,23,36,22,18,19,15,23,14,22,6,11,9,3,6,6,2,2,4,5,5,6,6,14,5,31,6,3,2,1,1,1,9,0,2,2,3,4,4,14,8,8,0,1,7,4,20,0,6,20,18,5,24,34,31,2,2,10,10,9,4,7,2,11,3,5,12,3,8,5,1,9,9,1,2,5,8,5,14,8,13,25,2,4,35,53,54,41,41,16,26,35,28,37,66,36,27,23,1,18,4,19,22,27,16,32,16,26,48,49,21,9,6,6,8,4,15,5,45,8,2,0,21,32,25,3,5,4,3,1,4,5,5,26,22,30,6,12,4,3,6
ASV_4418,44,56,26,29,15,15,70,73,68,49,27,63,9,2,24,3,1,9,2,7,2,13,1,8,2,19,18,15,13,12,114,81,104,123,77,57,26,9,28,25,51,16,15,7,14,17,34,0,0,3,1,0,0,0,27,36,30,24,15,19,13,24,17,2,11,9,14,8,5,26,6,16,39,30,49,27,8,32,49,25,21,0,1,0,0,27,14,12,0,0,0,1,0,7,5,0,1,1,1,0,9,1,4,5,3,1,4,4,0,1,0,22,1,0,2,4,78,51,34,13,42,52,29,22,48,19,65,58,31,16,61,5,8,7,10,14,16,7,5,12,11,9,4,10,0,0,0,3,1,9,8,13,13,15,12,44,52,37,38,11,7,11,15,12,20,1,0,1,40,14,16,86,4,61,9,2,3,3,19,18,10,3,5,6,4,1,10,10,7,2,2,0,54,49,61,21,29,50,65,87,75,56,35,44,59,31,61,26,47,27,9,8,21,17,14,28,14,29,6,3,14,3,7,7,11,4,10,8,17,8,5,4,15,17,12,14,20,7,33,25,28,42,31,64,46,34,15,15,18,19,39,10,0,0,0,0,0,0,0,3,2,5,2,0,6,80,55,53,65,54,0,4,1,37,31,21,29,23
ASV_4498,10,8,35,27,35,34,6,7,8,10,8,7,0,1,6,0,0,1,0,0,0,0,0,2,0,10,0,1,2,3,8,4,7,4,7,7,11,6,9,5,12,0,0,1,11,23,27,0,0,0,0,0,0,0,2,2,4,4,6,0,4,1,2,18,0,17,10,7,17,10,13,5,8,18,6,36,0,0,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,54,28,29,13,20,46,20,24,19,12,27,35,22,9,3,5,8,13,16,17,15,10,12,20,13,16,0,0,0,3,3,2,6,6,0,3,2,3,5,5,5,5,18,18,21,36,63,0,5,8,18,7,7,2,24,7,7,9,10,10,5,7,2,1,4,5,10,12,0,0,1,0,0,0,9,27,35,30,14,6,8,13,2,6,7,9,13,19,20,22,16,19,28,21,37,10,17,14,42,15,31,80,67,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,3,41,51,56,51,24,50,61,70,37,45,58,61,59,0,0,0,0,0,0,0,6,6,9,0,0,0,16,15,24,13,11,0,0,0,21,12,20,17,12
ASV_4500,29,64,12,3,8,5,4,4,11,14,11,6,0,1,9,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6,3,6,1,4,6,1,3,35,16,6,0,0,0,0,0,0,1,3,0,0,0,0,0,31,42,16,20,22,45,31,6,23,1,0,2,15,22,19,1,0,3,0,0,13,0,0,0,0,0,0,1,1,1,4,31,17,21,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,107,133,25,57,63,5,13,63,4,1,1,8,10,45,5,51,43,39,34,28,25,19,10,27,24,58,27,45,0,0,0,2,1,1,1,3,5,13,4,0,0,0,0,16,35,30,20,46,70,1,0,0,0,2,3,0,0,0,4,6,11,2,5,1,1,2,6,4,4,7,0,0,0,0,0,0,2,3,3,4,2,2,3,3,0,0,0,0,1,0,4,1,0,0,2,1,2,8,3,2,4,2,1,2,2,2,3,9,4,2,8,8,9,10,8,2,5,19,14,28,26,1,21,67,33,40,57,46,84,63,131,85,2,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,24,31,17,14,13,2,1,1,7,2,7,4,5
ASV_4504,36,20,14,17,12,15,9,24,19,34,22,13,10,2,16,1,0,12,5,6,1,18,9,9,17,54,36,11,31,17,3,8,2,4,15,13,47,39,47,66,23,37,58,15,4,10,7,1,1,6,0,0,1,0,15,30,8,31,23,8,7,6,8,5,5,4,5,6,5,3,20,3,8,7,4,8,0,10,6,3,12,2,0,2,2,21,13,20,4,3,3,1,0,8,56,0,4,1,20,1,7,3,2,10,0,8,0,1,0,0,0,1,1,1,3,3,23,12,21,20,22,2,3,1,2,1,4,5,4,4,4,12,22,16,21,6,4,7,21,15,29,2,3,7,3,1,0,8,10,6,10,2,6,0,3,53,22,13,201,2,3,15,4,16,21,0,1,0,6,5,5,4,21,4,9,3,5,10,5,15,6,4,5,8,6,3,0,0,0,2,2,4,6,7,8,7,5,2,6,1,8,14,18,8,14,15,8,5,2,6,6,3,4,6,9,3,18,2,9,10,8,3,4,3,7,5,5,4,2,5,3,5,11,54,45,45,73,110,48,11,3,15,5,19,11,8,20,5,17,15,19,21,0,0,1,0,0,0,0,2,0,0,3,0,2,8,5,13,19,21,0,1,0,6,2,7,1,7
ASV_455,4,4,3,12,1,8,1,1,4,4,2,4,2,1,4,10,2,11,5,17,3,3,0,2,0,3,10,9,10,1,4,0,0,5,1,0,4,1,5,0,0,2,10,0,10,3,2,26,18,9,1,0,1,0,2,2,1,0,2,2,0,6,0,12,14,20,1,2,2,2,5,10,0,5,2,11,3,8,1,2,1,0,0,2,3,9,9,50,34,14,29,15,1,0,0,9,4,2,0,1,0,0,1,2,1,1,0,17,0,1,0,1,1,2,1,12,6,30,135,11,59,6,16,27,5,5,7,5,16,46,3,22,39,20,29,38,43,70,13,17,12,40,36,33,2,6,3,9,1,1,4,23,4,8,5,1,0,0,0,4,8,22,6,0,1,15,7,7,34,22,8,11,58,21,5,2,3,5,5,0,0,2,2,3,13,14,16,2,3,8,8,21,9,34,15,10,13,30,5,7,16,42,27,15,10,29,15,14,14,16,77,101,48,16,13,18,19,34,35,27,19,9,10,17,19,14,10,3,14,11,15,13,17,0,0,0,2,0,0,26,36,19,22,35,32,21,7,8,1,4,5,5,2,18,6,3,2,3,2,6,8,8,8,6,11,0,0,0,1,1,4,8,4,26,24,77,73,45
ASV_459,0,5,5,9,13,8,2,13,18,24,15,26,2,0,23,0,0,0,0,1,0,0,0,1,1,14,4,0,3,0,1,3,2,2,5,2,25,9,8,8,17,4,5,7,26,23,29,1,3,2,7,3,7,2,8,4,6,5,6,3,4,11,4,5,1,13,2,5,18,19,6,7,17,8,8,0,9,8,7,3,25,0,0,2,0,10,11,8,1,0,0,0,3,18,9,66,21,24,24,1,35,19,15,19,41,12,3,11,1,1,0,1,23,3,10,1,2,6,1,9,1,24,27,3,12,17,12,17,28,1,14,6,1,3,5,6,5,8,6,1,2,2,1,4,1,0,2,5,11,12,10,4,17,0,5,0,0,0,0,1,4,2,11,0,0,0,0,0,33,14,7,14,8,16,57,52,23,13,41,25,26,25,15,23,16,48,6,5,7,2,0,0,20,30,28,24,35,35,51,29,39,27,51,28,21,34,14,31,67,24,32,29,39,31,15,29,10,37,59,14,18,9,29,19,7,12,22,10,6,8,8,15,12,19,4,7,6,0,22,9,12,10,17,14,10,11,3,5,15,11,13,19,0,0,0,0,0,0,0,6,3,5,0,1,1,2,2,6,2,7,1,1,0,38,34,29,26,25
ASV_4598,8,6,19,8,8,4,66,18,32,31,68,63,3,8,37,4,2,3,13,2,4,1,1,2,8,41,1,0,1,5,26,19,49,22,32,32,38,83,3,2,0,3,6,8,52,31,21,9,2,12,7,5,4,0,1,3,4,14,6,2,1,5,1,181,0,93,39,98,107,42,31,101,48,25,36,2,15,49,138,28,212,5,3,3,1,5,5,5,9,5,12,1,2,10,31,2,21,2,9,23,3,0,0,23,1,4,11,14,4,2,9,4,1,1,5,20,8,4,11,3,17,0,3,4,0,3,1,0,5,5,4,9,9,5,7,42,37,55,49,40,42,29,28,34,3,9,2,5,2,4,2,0,1,1,1,0,0,0,0,3,6,1,7,4,0,7,4,5,20,29,54,2,67,38,16,17,15,38,8,25,7,13,27,8,51,47,44,40,22,19,12,14,45,43,73,49,64,125,99,13,34,31,80,32,33,55,68,86,36,50,49,64,72,81,88,84,100,43,57,81,143,2,1,5,5,5,3,6,3,4,5,5,8,12,12,9,9,30,25,3,12,4,6,8,7,2,4,18,36,22,26,31,2,6,2,0,2,4,0,5,4,23,4,5,1,1,3,2,3,15,4,2,3,174,86,285,100,122
