ACE,AI,Altitude,LON,LAT,SOC,N,BD,Ph,NDVI,SAND
116.5,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818
133,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818
124,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818
124.5714286,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818
118.4285714,0.209614024,1700,111.2239,41.2528,19.9032127,2.057200006,1.383529545,7.955454545,0.204521745,52.13481818
124.1428571,0.155516343,1439,111.8949,41.7788,12.71525738,2.203907244,1.408727273,8.14875,0.189569563,53.11173295
129,0.155516343,1439,111.8949,41.7788,12.71525738,2.203907244,1.408727273,8.14875,0.189569563,53.11173295
131.1111111,0.155516343,1439,111.8949,41.7788,12.71525738,2.203907244,1.408727273,8.14875,0.189569563,53.11173295
126.1111111,0.155516343,1439,111.8949,41.7788,12.71525738,2.203907244,1.408727273,8.14875,0.189569563,53.11173295
148,0.155516343,1439,111.8949,41.7788,12.71525738,2.203907244,1.408727273,8.14875,0.189569563,53.11173295
137.6666667,0.155516343,1439,111.8949,41.7788,12.71525738,2.203907244,1.408727273,8.14875,0.189569563,53.11173295
142.8571429,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174
135.75,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174
135.5,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174
46,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174
54,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174
59.16666667,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174
70,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174
49.5,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174
50.75,0.222656819,1409,107.4917,37.8167,7.177004752,1.350399964,1.386659388,8.3,0.180969566,70.66383174
49,0.267757452,1118,117.5,44.5,27.27500057,3.625,1.310661157,7.756198347,0.246795654,54.29504132
134.8,0.267757452,1118,117.5,44.5,27.27500057,3.625,1.310661157,7.756198347,0.246795654,54.29504132
126.9,0.267757452,1118,117.5,44.5,27.27500057,3.625,1.310661157,7.756198347,0.246795654,54.29504132
134.25,0.267757452,1118,117.5,44.5,27.27500057,3.625,1.310661157,7.756198347,0.246795654,54.29504132
114.0588235,0.276068828,474,119.65,43.0333,15.39999986,2.924800072,1.365559659,8.013039773,0.189917386,48.26011364
107.6363636,0.276068828,474,119.65,43.0333,15.39999986,2.924800072,1.365559659,8.013039773,0.189917386,48.26011364
106.0588235,0.276068828,474,119.65,43.0333,15.39999986,2.924800072,1.365559659,8.013039773,0.189917386,48.26011364
137.1111111,0.210144465,1068,116.1658,43.8397,18.41172826,3.144454368,1.404419912,7.904886364,0.18854782,58.82768621
128.2727273,0.210144465,1068,116.1658,43.8397,18.41172826,3.144454368,1.404419912,7.904886364,0.18854782,58.82768621
136.75,0.210144465,1068,116.1658,43.8397,18.41172826,3.144454368,1.404419912,7.904886364,0.18854782,58.82768621
139,0.210144465,1068,116.1658,43.8397,18.41172826,3.144454368,1.404419912,7.904886364,0.18854782,58.82768621
129.1,0.210144465,1068,116.1658,43.8397,18.41172826,3.144454368,1.404419912,7.904886364,0.18854782,58.82768621
113.3636364,0.376714975,1943,106.3911,36.285,30.23696035,3.393440038,1.278920325,8.115225981,0.282526076,34.17120997
119.7142857,0.376714975,1943,106.3911,36.285,30.23696035,3.393440038,1.278920325,8.115225981,0.282526076,34.17120997
126.75,0.376714975,1943,106.3911,36.285,30.23696035,3.393440038,1.278920325,8.115225981,0.282526076,34.17120997
141.1111111,0.324118617,1142,113.3583,38.85,24.44320029,1.975199964,1.182474432,7.6678125,0.360721737,46.59414773
129.875,0.324118617,1142,113.3583,38.85,24.44320029,1.975199964,1.182474432,7.6678125,0.360721737,46.59414773
137.1428571,0.324118617,1142,113.3583,38.85,24.44320029,1.975199964,1.182474432,7.6678125,0.360721737,46.59414773
131,0.324118617,1142,113.3583,38.85,24.44320029,1.975199964,1.182474432,7.6678125,0.360721737,46.59414773
136,0.324118617,1142,113.3583,38.85,24.44320029,1.975199964,1.182474432,7.6678125,0.360721737,46.59414773
